0,0,1.366066577
1331914.697,6414572.135,1.366066577
1331914.404,6414572.464,1.366066577
1331914.112,6414572.792,2.299187448
1331913.819,6414573.121,2.299187449
1331913.526,6414573.449,2.299187448
1331913.233,6414573.777,2.299187448
1331912.94,6414574.106,2.299187449
1331912.647,6414574.434,2.299187447
1331912.354,6414574.763,2.299187448
1331912.061,6414575.091,2.299187449
1331911.768,6414575.419,2.299187448
1331911.475,6414575.748,2.299187449
1331911.182,6414576.076,2.299187448
1331910.889,6414576.405,2.299187448
1331910.596,6414576.733,2.299187449
1331910.303,6414577.061,2.299187448
1331910.01,6414577.39,2.299187448
1331909.717,6414577.718,2.299187449
1331909.425,6414578.047,2.299187447
1331909.132,6414578.375,2.299187448
1331908.839,6414578.703,2.299187449
1331908.546,6414579.032,2.299187448
1331908.253,6414579.36,2.299187448
1331907.96,6414579.689,2.299187449
1331907.667,6414580.017,2.299187448
1331907.374,6414580.345,2.299187448
1331907.081,6414580.674,2.299187449
1331906.788,6414581.002,2.299187448
1331906.495,6414581.331,2.299187449
1331906.202,6414581.659,2.299187447
1331905.909,6414581.987,2.299187448
1331905.616,6414582.316,2.299187449
1331905.323,6414582.644,2.299187448
1331905.03,6414582.973,2.299187448
1331904.738,6414583.301,2.299187449
1331904.445,6414583.629,2.299187448
1331904.152,6414583.958,2.299187448
1331903.859,6414584.286,2.299187449
1331903.566,6414584.615,2.299187448
1331903.273,6414584.943,2.299187448
1331902.98,6414585.271,2.299187449
1331902.687,6414585.6,2.299187448
1331902.394,6414585.928,2.299187448
1331902.101,6414586.256,2.299187449
1331901.808,6414586.585,2.299187448
1331901.515,6414586.913,2.299187449
1331901.222,6414587.242,2.299187448
1331900.929,6414587.57,2.299187448
1331900.636,6414587.898,2.299187449
1331900.343,6414588.227,2.299187448
1331900.051,6414588.555,2.299187448
1331899.758,6414588.884,2.299187449
1331899.465,6414589.212,2.299187448
1331899.172,6414589.54,2.299187448
1331898.879,6414589.869,2.299187449
1331898.586,6414590.197,2.299187448
1331898.293,6414590.526,2.299187448
1331898,6414590.854,2.299187449
1331897.707,6414591.182,2.299187448
1331897.414,6414591.511,2.299187449
1331897.121,6414591.839,2.299187448
1331896.828,6414592.168,2.299187448
1331896.535,6414592.496,2.299187449
1331896.242,6414592.824,2.299187448
1331895.949,6414593.153,2.299187448
1331895.656,6414593.481,2.299187449
1331895.364,6414593.81,2.299187448
1331895.071,6414594.138,2.299187448
1331894.778,6414594.466,2.299187449
1331894.485,6414594.795,2.299187448
1331894.192,6414595.123,2.299187448
1331893.899,6414595.452,2.299187449
1331893.606,6414595.78,2.299187448
1331893.313,6414596.108,2.299187447
1331893.02,6414596.437,2.299187449
1331892.727,6414596.765,2.299187448
1331892.434,6414597.094,2.299187449
1331892.141,6414597.422,2.299187448
1331891.848,6414597.75,2.299187448
1331891.555,6414598.079,2.299187449
1331891.262,6414598.407,2.299187448
1331890.969,6414598.736,2.299187448
1331890.677,6414599.064,2.299187449
1331890.384,6414599.392,2.299187448
1331890.091,6414599.721,2.299187447
1331889.798,6414600.049,2.299187449
1331889.505,6414600.378,2.299187448
1331889.212,6414600.706,2.299187448
1331888.919,6414601.034,2.299187449
1331888.626,6414601.363,2.299187448
1331888.333,6414601.691,2.299187448
1331888.04,6414602.02,2.299187449
1331887.747,6414602.348,2.299187448
1331887.454,6414602.676,2.299187449
1331887.161,6414603.005,2.299187448
1331886.868,6414603.333,2.299187447
1331886.575,6414603.661,2.299187449
1331886.282,6414603.99,2.299187448
1331885.99,6414604.318,2.299187448
1331885.697,6414604.647,2.299187449
